NOM                                         ,PRIX                                         ,LIEN
EVGA GeForce RTX 3080 XC3 Ultra Gaming                                         ,759.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NTgiLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDgwIFhDMyBVbHRyYSBHYW1pbmciLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3UzVTUTNaIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTdTNVNRM1o/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IldMJTJGJTJGUmo1RWxPNm1LdnpYY0N1JTJCRjdPUSUyRmt3czFPcFBwRExjWGNSUyUyQkklMkJzTkl4eFRvTVV6cEVJTFBjR01LYVZMQUdyWEpyRUZKQzQweEJmUDJtdHB0cDR0Y1ZLaW1zWFNRcDBnMFlxNUh2RGRUVGpSYk1xZmQyQ0F1NmNnRDI0ODJrTnFIY09LekdxbTB1U0tZTSUyQjF3JTNEJTNEIiwicHJpY2UiOiI3NTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwODAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyMjQ3In0=
ASUS ROG Strix NVIDIA GeForce RTX 3050 OC                                         ,416.27                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NjEiLCJuYW1lIjoiQVNVUyBST0cgU3RyaXggTlZJRElBIEdlRm9yY2UgUlRYIDMwNTAgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlSOTJGNlpGIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVI5MkY2WkY/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Ik8wbnRCaWVmcXhmdG9MNEJuVFdzd2Q1Z2g5MWU3b3dLZHc5WWE0cmxXWnklMkJuOXl2WHVRZkEwRG0lMkY2diUyQkg0R0xXUXlpa0VRdGZHQUNDN2RlZUFlUU9qenVTeW8xQ0hnZU1zMk90NGN5N0tqdllFcnJ5RWRSaEJNRHQ2aXJ5YmVUUFBIJTJCYUVmdnhtNEdrSyUyQmtTMEJEZEElM0QlM0QiLCJwcmljZSI6IjQxNi4yNyIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA1MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3Nzc4NzIifQ==
ASUS ROG Strix RTX 3070 V2 OC LHR                                         ,676.11                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NjIiLCJuYW1lIjoiQVNVUyBST0cgU3RyaXggUlRYIDMwNzAgVjIgT0MgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5ODVTNEY2SiIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk4NVM0RjZKP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJEdExhUGJRSmpYNk1rdXk5alpuaXhYNElmUUxORERJMHp3dHpFaiUyQlZnNlUyUzJwcldiZ2lkTDRNMmc4JTJCTVNRTTRrbWYyazA0bFZQMnI3JTJCRFRwS0JkT1dyVyUyQlFONk83WlUwcVJDSENIZ3NXV1ZsSFA3T3JzYjZIdUVaaGpwSHZsQlFreGtWa1I0UGdEdU8lMkI3alg2aEhBJTNEJTNEIiwicHJpY2UiOiI2NzYuMTEiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyMjc0In0=
MSI Gaming RTX 3080 Ti Ventus 3X OC                                         ,928.87                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NjYiLCJuYW1lIjoiTVNJIEdhbWluZyBSVFggMzA4MCBUaSBWZW50dXMgM1ggT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk1VzNTM0xGIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTVXM1MzTEY/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Ilhod3ZMeUF1ZTJGaUY4Zk1xOFdCNVh4TjRIZFNkSmZNaG9tcnBCam9hcDFXOW1hdVNJZnJJY3g2dWZJaXd4MjNrZiUyRjlpUUlTOHFVeGRLUm5EdDVKaVdKNXF5VzJVTExWcHlLRkh5djI4bzclMkZ6RnBBZWZ5VSUyRmxLWXVzMWJISXRwd0h2SnFJejJDTkJQN3M2dm9lWHRrUSUzRCUzRCIsInByaWNlIjoiOTI4Ljg3Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyMjg2In0=
GIGABYTE GeForce RTX 3050 Gaming OC                                         ,334.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NjciLCJuYW1lIjoiR0lHQUJZVEUgR2VGb3JjZSBSVFggMzA1MCBHYW1pbmcgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlRVlBNR1lWIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVFWUE1HWVY/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InFwR1BqcE9rTk5tNjhROFJsUm5GVTBhZWdlQ3QlMkZoMkZCajkyUm1jd3RhZWVjYThtaDg4eWRwZjRYTDRBT1IlMkZCQ09QZFg5eUMzRWJDdCUyQlBTZmZQVGEyT3dhczVRV2FoazQyeFQxT3ZtSFlISGE2Rmd6OFhRS09NRWg5cTk4cG5mcHRUZlFSbzZpNHF3MDBRUTlrNyUyQiUyRlElM0QlM0QiLCJwcmljZSI6IjMzNC45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA1MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3OTIyODgifQ==
PowerColor Liquid Devil AMD RX 6950 XT                                         ,1299.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NjkiLCJuYW1lIjoiUG93ZXJDb2xvciBMaXF1aWQgRGV2aWwgQU1EIFJYIDY5NTAgWFQiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlXWEs3TDhKIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVdYSzdMOEo/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InlLc3RRZWNHR216UmtzQnFOV1klMkJlMWNXMWFlMFNUVHZRbGR1UndjMDU3YiUyQmhZRDhXSFJmJTJGb2piZzV4bnIxZjdVeFNlJTJCTENOelNZbmV2JTJCVXdnR3hXcGxzUkdOR3RTdnZSNVJFMEVJN05zUlUxMW96SUxyN2NoWW5RNG5DUW8yRENOVVFXelpmWVF5RG90aUxmNEhWSUElM0QlM0QiLCJwcmljZSI6IjEyOTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4Njk1MHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjMwNCJ9
"
ASUS ROG Strix NVIDIA GeForce RTX 3060 V2 OC - Other Seller                                         ",479.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NjgiLCJuYW1lIjoiXHJcbkFTVVMgUk9HIFN0cml4IE5WSURJQSBHZUZvcmNlIFJUWCAzMDYwIFYyIE9DIC0gT3RoZXIgU2VsbGVyIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5ODVaNDdDOCIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk4NVo0N0M4XC8/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImNkWURNVVZKdDJTJTJGT1c3WnhTcU0lMkJ1QU5qWWQxZFc0VDZud3o0TFolMkZ6Q3BmTVZKYlUlMkYwMjNTeDhtRXk2ZmkwMVBSUFFURFBETHNXcGw4bnNNcFdzZmU5RnBiUk92SXRVakdCb0dBcGV5VSUyQklLc2h1VEdoRUZhQXZXOFhNMzYyMVZoaXNTMEhlJTJCb0lKV3I1Zk1raWIxUSUzRCUzRCIsInByaWNlIjoiNDc5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjMwNCJ9
ASUS Phoenix RTX 3060 V2 LHR                                         ,383.93                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NzAiLCJuYW1lIjoiQVNVUyBQaG9lbml4IFJUWCAzMDYwIFYyIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUNCUzhaRjMiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5Q0JTOFpGMz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiaVhYZXBaWHZ3QWNTZW5SJTJGYmlUa1FLWnQ3QkJTelRRY1Uxd3I3dGhFZXkxb2FxRjA3ODFEbWZGWlElMkJNNXFxJTJCWVppdUJLcnZ4QnJ0aVdqUVRla2VhVDluMmpWRUJLQ3ZSMlRPOGNrUiUyRklvcFAlMkY1cmxCWG9XRSUyRkRlNXElMkJVeFZjJTJGdnZpMnNvMEdLRWpXTzk0dGxMZ1d2ZyUzRCUzRCIsInByaWNlIjoiMzgzLjkzIiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjMyOSJ9
MSI RTX 3080 Gaming Z Trio 10G LHR - New  - Other Seller                                         ,789.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NzYiLCJuYW1lIjoiTVNJIFJUWCAzMDgwIEdhbWluZyBaIFRyaW8gMTBHIExIUiAtIE5ldyAgLSBPdGhlciBTZWxsZXIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk5NVM3NTQ4IiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTk1Uzc1NDhcLz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiaVppOUExa3FqYkIlMkJ0OG5kdE13SUhvTFJqaGdBY0VPdnR1V2Z4OWpIT1RMeGVNN3Jpc0ZYc01PRExxRm1PRVR0RklXeWNBMG93NlhXUkZMYU5HOXBBUW9ZMkswY1NXcnYlMkZrUjlnekdya3JCaCUyQml1WURaUWs5WndKQiUyRnZzJTJCYnBxVnhCdU4wbUpjNFhTU1FnYTdidFJhUSUzRCUzRCIsInByaWNlIjoiNzg5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjM5OSJ9
EVGA GeForce RTX 3070 FTW3 Ultra LHR                                         ,599.02                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3NzciLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDcwIEZUVzMgVWx0cmEgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5N0NMQ1hEWCIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk3Q0xDWERYP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJFYWd5TUZDaGpadml6VFhWWXhCMHBwNFQ0RkZySkJVa0UwJTJGSFhXSVJMOXhnSWdoOGUwbm9pSGklMkYxVXAxdGZGc1JiVk5HeENNYUNrVEgyYzRZczFIVVFmNmxvVXpTbmlQOFFTMUklMkJmajd3JTJCVkROMlZ1YU9PRlExc2UzcXVSbzVSdEtUayUyRlB0WmJKcCUyRnpxR1o4SEw1V1ElM0QlM0QiLCJwcmljZSI6IjU5OS4wMiIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA3MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3NzgwMDIifQ==
PowerColor Red Devil RX 6650 XT                                         ,399.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3ODMiLCJuYW1lIjoiUG93ZXJDb2xvciBSZWQgRGV2aWwgUlggNjY1MCBYVCIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVZZRzJKVEwiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5VllHMkpUTD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoibXZObFEza3o4cnRxb3VUTjBwTm1OSDlPOWR4OGpDaTk4aTBJJTJCZDIwUVpxZlVNY0N2cHhYT3hpaVR1U2xiNTZ1UW82ejlXVHpQVEFiS2h1U0Fud1FsZm5QYTJTV2I4TXFkVmo2NGRVa0dxbGVsU3JxMVJpdCUyRjFIWXN1ZFpFb1FWY2pmZnhmRGsxbG1TT3YzMmVCRGJKZyUzRCUzRCIsInByaWNlIjoiMzk5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiJyeDY2NTB4dCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3OTI0NDcifQ==
EVGA GeForce RTX 3070 Ti FTW3 Ultra                                         ,654.01                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3ODYiLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDcwIFRpIEZUVzMgVWx0cmEiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk2V002SkZTIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTZXTTZKRlM/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IlN6TmhSaCUyQnlQYjYlMkJ3MnU5ck9yVTVmeFdPbUlIVW9OMzM2aHFyVjJHTEVza1VXc01ONjJjQTklMkZGNkF2WDd5NzdzeSUyRnVKVkwxYzUyaEc4UnJPSTBaaXppQ0hCR3J6eGNrZHNrOVdlQ0hKa2FaT3MzVGl1WkxiUDZvYm16U3VHbG13ZzhIWUVaTHR5SUZJMk1Pd1VWTGJ3JTNEJTNEIiwicHJpY2UiOiI2NTQuMDEiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzB0aSIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3NzgwNjUifQ==
AORUS Radeon RX 6800 XT Master                                         ,1419.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3ODgiLCJuYW1lIjoiQU9SVVMgUmFkZW9uIFJYIDY4MDAgWFQgTWFzdGVyIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA4M0dUNlEyNSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDgzR1Q2UTI1P3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJVZWNPUDRTY0tHbjNyeG5PVHo2bFpoODhPOFY1akRudHRjNW1SWTBXanBaTk84Q0FMViUyQlFadUNyRldXdCUyRlNPVUF2NGxxNzc3MDd0WUY3WE9aVG9vSURsOERLMjhvclRCS3F0RTFuRU82R1VxT09VNDFnMHpHclVFZjZSQnRCclN1WGtEVnluVFpxNWRGS2FEVlVNODZRJTNEJTNEIiwicHJpY2UiOiIxNDE5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiJyeDY4MDB4dCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3NzgwNzQifQ==
EVGA 3090 Ti FTW3 Ultra                                         ,1399.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3OTYiLCJuYW1lIjoiRVZHQSAzMDkwIFRpIEZUVzMgVWx0cmEiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlXNFNOMk03IiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVc0U04yTTc/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImVyS3MlMkJkRFVnZ0RpRzBNYURYZnAlMkY4bG8yYUtxUnRvJTJGbk5ENEsxQXdwakJWVUFFejRlWXNTMDFhVVpKTUpvVGRST3Q2VTNZVWNIdUZXdEZkaVFiNVVKd1ExaWxhbjFyREpLNzVJV2M4am55d3BlVSUyRnBiQ044Q0h2TmNOQk53eEF0TGc1SWFxTVJwNVVXUyUyQjZwJTJCZG1PUSUzRCUzRCIsInByaWNlIjoiMTM5OS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA5MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjU1MyJ9
ASUS TUF RTX 3060 Ti V2 OC LHR                                         ,549.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3OTgiLCJuYW1lIjoiQVNVUyBUVUYgUlRYIDMwNjAgVGkgVjIgT0MgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5ODVZTFJCMyIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk4NVlMUkIzP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJDRlE3SEdDd2Z0MFlvN1k5ZkFPbUxRV3FINlFsS3VrMmJ4dm40OGdobGFRbVZtMWl5OEkwUkQ1YTIwUkN5NHJUaW93a1BGQUklMkJvUHc1ZW1NUWJRR1oyaWolMkJsalhzSU0xYlVaaEFZNVp0dk1td04lMkZ6dzZ2YzZrd1RVV3ZjNmtmOXpBR0p3UE1GR1d5MlVxRGxWa0Y0dlElM0QlM0QiLCJwcmljZSI6IjU0OS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA2MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjU5NyJ9
PowerColor Red Devil RX 6750 XT                                         ,549.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI3OTkiLCJuYW1lIjoiUG93ZXJDb2xvciBSZWQgRGV2aWwgUlggNjc1MCBYVCIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVZZSE5QSEQiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5VllITlBIRD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiUkVJWDRCT3BCdTRNM1BWcUZITTcxTkY1SnglMkJlaHRFeWJqa3JVem91RHYzOVJGdyUyRlhYZjA0bjVKYXJLdFozRU54SXpoVlEyeXQ1M0JGVlc0TnFDcWZWOUk5VEdaN0hzenB6RGI5TTZBRGpqRzZzbXZ4QWZWNmNtNzNleUlYMFB0ZkM5WCUyRng2dENCQW9OZkxGZFZ6d0NRJTNEJTNEIiwicHJpY2UiOiI1NDkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4Njc1MHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjYwMiJ9
EVGA GeForce RTX 3080 FTW3 Ultra LHR                                         ,773.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MDAiLCJuYW1lIjoiRVZHQSBHZUZvcmNlIFJUWCAzMDgwIEZUVzMgVWx0cmEgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5N1M2SkRNViIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk3UzZKRE1WP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJvbk9BQXVSVnRiUnJ1VTFpVnhHRVRyR2p2bE55bVh5dDdaOU9VQ1N1dWolMkJ1VlVMWGgwaGtkUEYxMW82SlpqOCUyRnlmOW5KeG9jMUg4MEUwUUE2b1Q2ZkNIRGxNMjlGJTJGY0Y3VVZDVFpXbmNLUTVucWc4ZkRuZDhKNUQzVEtJVExZTmFtQkhMR2lXRkNETkRaMk1BWCUyRndIZyUzRCUzRCIsInByaWNlIjoiNzczLjk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjYxNCJ9
GIGABYTE Eagle OC GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070EAGLE OC-8GD (rev. 2.0) (LHR)                                         ,559.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MDIiLCJuYW1lIjoiR0lHQUJZVEUgRWFnbGUgT0MgR2VGb3JjZSBSVFggMzA3MCA4R0IgR0REUjYgUENJIEV4cHJlc3MgNC4wIEFUWCBWaWRlbyBDYXJkIEdWLU4zMDcwRUFHTEUgT0MtOEdEIChyZXYuIDIuMCkgKExIUikiLCJpbWFnZSI6Imh0dHBzJTNBJTJGJTJGYzEubmV3ZWdnaW1hZ2VzLmNvbSUyRlByb2R1Y3RJbWFnZUNvbXByZXNzQWxsMzAwJTJGMTQtOTMyLTQ1MS1WMDYuanBnIiwibGluayI6Imh0dHBzOlwvXC9jbGljay5saW5rc3luZXJneS5jb21cL2RlZXBsaW5rP2lkPXhFbmt4V0pIc0ZNJm1pZD00NDU4MyZtdXJsPWh0dHBzJTNhJTJmJTJmd3d3Lm5ld2VnZy5jb20lMmZwJTJmTjgyRTE2ODE0OTMyNDUxJTNmSXRlbSUzZE44MkUxNjgxNDkzMjQ1MSIsInByaWNlIjoiNTU5Ljk5Iiwic3RvcmUiOiJuZXdlZ2ciLCJzZXJpZXMiOiIzMDcwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc5MjYxNiJ9
ASUS TUF RTX 3080 Ti OC                                         ,974.16                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MDUiLCJuYW1lIjoiQVNVUyBUVUYgUlRYIDMwODAgVGkgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk2TDNHTFlTIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTZMM0dMWVM/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Im9VdG91WmkwZ05ZZDRQQWhzak9pNXFMN011WmVtWlRLU1lhZzRjSm4wSDVYY2dYUkwlMkZyOXolMkJtU2FsVzJYTzZJbUFNbWJIdWpBZSUyQk9CYnI0c04yY0lid2VQJTJGajE2Smh3T2EwaVYlMkJpQjR2OWd6JTJCJTJCTTU4WWNHJTJCcDdwSGZnODNzd2lXWnlDNiUyQnF3VGc2blJ5UXBtVEtsZyUzRCUzRCIsInByaWNlIjoiOTc0LjE2Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzkyNjM1In0=
ASUS TUF RTX 3080 Ti OC                                         ,974.16                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjI4MDUiLCJuYW1lIjoiQVNVUyBUVUYgUlRYIDMwODAgVGkgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk2TDNHTFlTIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTZMM0dMWVM/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6Im9VdG91WmkwZ05ZZDRQQWhzak9pNXFMN011WmVtWlRLU1lhZzRjSm4wSDVYY2dYUkwlMkZyOXolMkJtU2FsVzJYTzZJbUFNbWJIdWpBZSUyQk9CYnI0c04yY0lid2VQJTJGajE2Smh3T2EwaVYlMkJpQjR2OWd6JTJCJTJCTTU4WWNHJTJCcDdwSGZnODNzd2lXWnlDNiUyQnF3VGc2blJ5UXBtVEtsZyUzRCUzRCIsInByaWNlIjoiOTc0LjE2Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzc4MjM1In0=
