NOM                                         ,PRIX                                         ,LIEN
XFX Speedster QICK319 rx6800                                         ,865.92                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyNzMiLCJuYW1lIjoiWEZYIFNwZWVkc3RlciBRSUNLMzE5IHJ4NjgwMCIsImltYWdlIjoiIiwiYXNpbiI6IkIwOFRIS1JDU1IiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA4VEhLUkNTUj9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoid0g1dW1FWDlVMHdkY1lhJTJGc00yaDR0MlVHYiUyQmIlMkJuWkNQT3phbW9CbmRiT2U5VyUyRlQ1WE52ZjhDdkxpcFBKQ0FnZTJOdnA3JTJGUW9LTzR5JTJCdnlLZDZ2N09jTWhYZkxrY2hOJTJGJTJCUiUyQjhXcDZ2SWpLOE95SnolMkJGNlBSbGZseVFEZDhVQmJnV0ZJaW5nUDEzSndVR0k1ZDVlWXclM0QlM0QiLCJwcmljZSI6Ijg2NS45MiIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoicng2ODAwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTA2MSJ9
asus rx6800 tuf oc                                         ,769.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyNzQiLCJuYW1lIjoiYXN1cyByeDY4MDAgdHVmIG9jIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA4UDNZVDNNWSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDhQM1lUM01ZP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJmcms2NUo1a1lGREtFZURacXRYR0xjem5ndjl3VnZqbFBRenZSdk5MWUZzM3d5bDZ0QmJMS040JTJGalYlMkJERjlWZUpUVmRiaXZPaVVIbzE2eW51R3JCbTNxODFETjk3MlpveEtxYlhFOUYzcDY4clU3dWJjbmJma2phQXZHVGZ5SHRvMFNKNWxGcTYlMkZQN2pLbnUzVCUyRmUzdyUzRCUzRCIsInByaWNlIjoiNzY5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiJyeDY4MDAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5MDc1In0=
ASUS ROG Strix NVIDIA GeForce RTX 3050 OC                                         ,416.27                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyNzciLCJuYW1lIjoiQVNVUyBST0cgU3RyaXggTlZJRElBIEdlRm9yY2UgUlRYIDMwNTAgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlSOTJGNlpGIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVI5MkY2WkY/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IkhpNDdybVlROEVXc1M3d0Q5VFJsNlVvU1FscTZ4Z1FqWjZ6blZPb1BqTUVFSE9xMnM1RFljekd2alhWNnpvbktwJTJCRllMTlFPSGkyeWZVJTJGM2JPaVl3UUdWbHVBZHpxc2R3Z3l4anBGVVd3S1dpMlc3SHRyNzZLWjUwdmtkNFJHRWs5WDRjd3FIbnhZZmZkN1FlUFJNVHclM0QlM0QiLCJwcmljZSI6IjQxNi4yNyIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA1MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODkwODkifQ==
ASUS TUF RTX 3070 V2 OC LHR                                         ,633.59                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyODEiLCJuYW1lIjoiQVNVUyBUVUYgUlRYIDMwNzAgVjIgT0MgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5ODY1UTlHUyIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk4NjVROUdTP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJZNW9qczJzSzdJajVnNlI1Mjl4UnlmenY1eHJSVENORkxpaUZQMXFpZ3FIalF5RTJpVUswTlIyZGNMZW9KU25vTiUyQjNWTk5pJTJGVFR1RWMzMHpFdDRuQzdiNGklMkJsS1dlME9UR0Noc1hTWWpsaWUxWG02RFVQY0tNMVFpJTJCRXBjTExWZDBwSWFZSkExNks1TDFndSUyRjhXS3RBJTNEJTNEIiwicHJpY2UiOiI2MzMuNTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5MTA1In0=
GIGABYTE GeForce RTX 3050 Gaming OC                                         ,334.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyODQiLCJuYW1lIjoiR0lHQUJZVEUgR2VGb3JjZSBSVFggMzA1MCBHYW1pbmcgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlRVlBNR1lWIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVFWUE1HWVY/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6ImpZTENlcVZUMDB6UXAycSUyRkRvJTJGWG1USlNsZmduNG1HcEFSdWxNR2JDSmtzeWc2bzlUdERkTjZ2SExtUm5lUkl2N0g5aVpybFIzMnoyTHNKRXJZZXFSY0w5eWFHYW5xZCUyRmFkaE9wYklqenpqeHlLJTJCaUdYQ0ZBQWt2TFZubUtWNVZtZTdTd2NTRUxlc3VubEF5dWx1YWNnJTNEJTNEIiwicHJpY2UiOiIzMzQuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNTAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5MTI2In0=
PowerColor Liquid Devil AMD RX 6950 XT                                         ,1299.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyODciLCJuYW1lIjoiUG93ZXJDb2xvciBMaXF1aWQgRGV2aWwgQU1EIFJYIDY5NTAgWFQiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlXWEs3TDhKIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVdYSzdMOEo/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InBWS2lhNzJKNGRVS0FvJTJGdlNMU3JpMGp0eUJVaWM3cklnbGFReDhSeEozc251OTZUanRwdW93ck1EbkYwTTg0M0s2TkVOUiUyQnNlcTYwNHdaZGxTUVdzR2tEeCUyQm5hMWlPMU1CQThCRmI5RkM1UVBHdjVTZm8xdW1wWno0OXR6QjYlMkJNN01NM2FmNk5iSTQ2RVgyY0NMayUyQnclM0QlM0QiLCJwcmljZSI6IjEyOTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4Njk1MHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTE2MCJ9
PowerColor Liquid Devil AMD RX 6950 XT                                         ,1299.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyODciLCJuYW1lIjoiUG93ZXJDb2xvciBMaXF1aWQgRGV2aWwgQU1EIFJYIDY5NTAgWFQiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDlXWEs3TDhKIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOVdYSzdMOEo/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InBWS2lhNzJKNGRVS0FvJTJGdlNMU3JpMGp0eUJVaWM3cklnbGFReDhSeEozc251OTZUanRwdW93ck1EbkYwTTg0M0s2TkVOUiUyQnNlcTYwNHdaZGxTUVdzR2tEeCUyQm5hMWlPMU1CQThCRmI5RkM1UVBHdjVTZm8xdW1wWno0OXR6QjYlMkJNN01NM2FmNk5iSTQ2RVgyY0NMayUyQnclM0QlM0QiLCJwcmljZSI6IjEyOTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4Njk1MHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTE2MCJ9
EVGA RTX 3060 XC Gaming                                         ,424.94                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyODkiLCJuYW1lIjoiRVZHQSBSVFggMzA2MCBYQyBHYW1pbmciLCJpbWFnZSI6IiIsImFzaW4iOiJCMDhXTTI4UFZIIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOFdNMjhQVkg/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IjJBNFF2bGZlTEFJTGZiZmhxaWFnZWZnJTJCcFZ2OVRla2lvZ3F1MXFGWUtxVzVkSmpaN01NY0JDWklYVndRcmlSaTl3Q0hrQ3lzdjRmWFZCWFpxREFJaHpKOHRqM2YlMkZ3SDRsZnBhSlJCODdnMU80aUExQ3M2VFBVS0FmbHAxREs4ZEdkVVBrY0RSMDRpTGQySHBtWkZmUmclM0QlM0QiLCJwcmljZSI6IjQyNC45NCIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA2MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODkxODMifQ==
GIGABYTE 3080 VISION OC REV2                                         ,769.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyOTEiLCJuYW1lIjoiR0lHQUJZVEUgMzA4MCBWSVNJT04gT0MgUkVWMiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOThUWlgzTlQiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5OFRaWDNOVD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiRXdpc1RLZUpFTHFQSFVsWEEwZHVnZWpUNUNpSm1zTTdDSXolMkZxMlNQbTF3UlBiVnRzTG03YWNaYnRxQWlrRnglMkZnWmlXaW0lMkZ0akthNzgxR2dXMlUlMkZMbVpSZkMlMkJsZHNjTGpGRnZVeWJLVk1rNyUyQjBUUmNyU3YlMkJqTTRyejBrUk9sWSUyQnVxTVpWZzNMSVZEQlFaMkdBVmhWZyUzRCUzRCIsInByaWNlIjoiNzY5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDgwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTE5MiJ9
GIGABYTE 3060 Eagle OC REV2.0                                         ,429.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyOTMiLCJuYW1lIjoiR0lHQUJZVEUgMzA2MCBFYWdsZSBPQyBSRVYyLjAiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk3MUI1QjFMIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTcxQjVCMUw/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IkFIYWZreTVNVERETDIlMkI2MlM4RUN5ZU51ZjFnbzE2YkVSWGFzT0VGRmFBRWZVNkNMMElKb2t3ekQ3OXQzNGQ4a2VGanVWamV3T3I1JTJGeVY1dW52SmI4emR3U0w5UEklMkZLZVpldm1USGRyQ0ZzQTFURWdFaGNpWmhPa3Z1SUYyQWVUd2pMdFZudmduZDhWczVsanVrTjl4dyUzRCUzRCIsInByaWNlIjoiNDI5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTI4NiJ9
GIGABYTE AORUS RTX 3070 Master LHR                                         ,639.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyOTYiLCJuYW1lIjoiR0lHQUJZVEUgQU9SVVMgUlRYIDMwNzAgTWFzdGVyIExIUiIsImltYWdlIjoiIiwiYXNpbiI6IkIwOUIyVzJaUTMiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5QjJXMlpRMz9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoieDRNVWU4VXNuSEExSlprV0x0dlZ3bXRRTVB3QmJVNVUyN0VET1pHQlpiWTBjVUVyM3pDVk9GWkJmY0hPOXlTJTJGOVk1WUpGTlJuRWVVcUw1dkF2UGY1dCUyRlBZM0tSTmJyVyUyQm90a1Z0QThiJTJCaXlNJTJCM05XQVNacU9zMGhNQUlCQUlFMTVQJTJGaEx5dXZ6cWU5NVJ6Z2F5Rll3JTNEJTNEIiwicHJpY2UiOiI2MzkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5MzA2In0=
xfx rx6800xt merc                                         ,679.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIyOTkiLCJuYW1lIjoieGZ4IHJ4NjgwMHh0IG1lcmMiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDhUSjJCSENRIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOFRKMkJIQ1E/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IlFTeDhNREpPRlloVW44RklMdUZOVHp4M2xYaGVkSDlFc1MwVnBkWXM5a2NsMWo5N1dPT0FPcWYzWFBwa0xibFZUYUFMSkhFZmpRejRiOWNxMjRZVVJFNklYUko3eDZIekRldkwyYlRaR0Z0VnZseVh0WjdwcUE3UGdnNUduZTBLZSUyQlQ4eUhUMEFEbXlERTkxdTVuQVZnJTNEJTNEIiwicHJpY2UiOiI2NzkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4NjgwMHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTMzMCJ9
PowerColor Red Devil RX 6650 XT                                         ,399.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMDEiLCJuYW1lIjoiUG93ZXJDb2xvciBSZWQgRGV2aWwgUlggNjY1MCBYVCIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVZZRzJKVEwiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5VllHMkpUTD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiNFozaTFkVU9HMDREJTJCRndRdjhSRkhqaHA4TUFlUnRwQlZ3VXdmOGhrdVhCZmU4cVAlMkYyUEdTdThlc2slMkZDYiUyQlU0S0JjdXBhayUyQk1vTWV0STI0b3hjSmh4NER2RE1Jb3BsODVrYkxxVFphQTJFNlNOQnJWbEU5T1UzS2lxRml0a1JBJTJCdSUyQjk5QWl1SldVcXBPQmZZYzUlMkI0dyUzRCUzRCIsInByaWNlIjoiMzk5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiJyeDY2NTB4dCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODkzMzMifQ==
ASUS GeForce RTX 3070 Dual V2 OC Graphics Card                                         ,579.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMDMiLCJuYW1lIjoiQVNVUyBHZUZvcmNlIFJUWCAzMDcwIER1YWwgVjIgT0MgR3JhcGhpY3MgQ2FyZCIsImltYWdlIjpudWxsLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5iaHBob3RvdmlkZW8uY29tXC9jXC9wcm9kdWN0XC8xNjU5MTk3LVJFR1wvYXN1c19kdWFsX3J0eDMwNzBfbzhnX3YyX2R1YWxfZ2Vmb3JjZV9ydHhfMzA3MC5odG1sXC9CSVwvMjIwNThcL0tCSURcLzI4NDIxIiwicHJpY2UiOiI1NzkuOTkiLCJzdG9yZSI6ImJhbmRoIiwic2VyaWVzIjoiMzA3MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODkzNDQifQ==
ZOTAC Gaming GeForce RTX 3080 Trinity OC LHR                                         ,759.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMDUiLCJuYW1lIjoiWk9UQUMgR2FtaW5nIEdlRm9yY2UgUlRYIDMwODAgVHJpbml0eSBPQyBMSFIiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk5WkNHOFQ1IiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTlaQ0c4VDU/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6InRnYkRTWTl5cTgwRFY4b1IlMkJVNDVhMFJlMnViN01hVVNvd0FrYTFqSzYxQU1PcDhFR1J6WjRxcDYlMkZNSEJwTFlmSDI5SlV0VnpDZUNwVVZqT0lyOUo1RHlZTzloWnZWWkV2VXc1cHFnd0UlMkJCU1lKcjlMNyUyRkRGVWRJZjF1QkpvajhyRDlCNDJjMENUREZLaTVhWjMyUVZBJTNEJTNEIiwicHJpY2UiOiI3NTkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwODAiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5MzUwIn0=
EVGA RTX 3080 Ti FTW3 Ultra                                         ,1059.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMDciLCJuYW1lIjoiRVZHQSBSVFggMzA4MCBUaSBGVFczIFVsdHJhIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5NjIyTjI1MyIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk2MjJOMjUzP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJFbHFNcnFwUlJjWHVXR1dGNkNrbnNnOWxyJTJCazdLSmElMkIxUEZMaGNJcW1WVGpVMXg2dng4ZWpnbWFDdHYyR2pLUHlLTXg3NzJKdXJ1S2dWU1FBVG5KakdPMmZKdmZQdFRnTVhpcVF6cGVDMFZmQU1Rdk5kMFdhNlM5UCUyRmE0YWQ5dGRUeGFmbGdSRkVLd3F0ZExsOCUyRkU3ZyUzRCUzRCIsInByaWNlIjoiMTA1OS45OSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA4MHRpIiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc4OTM2OSJ9
ASUS TUF Gaming 3070 Ti OC                                         ,672.92                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMDkiLCJuYW1lIjoiQVNVUyBUVUYgR2FtaW5nIDMwNzAgVGkgT0MiLCJpbWFnZSI6IiIsImFzaW4iOiJCMDk2WVBMR0hHIiwibGluayI6Imh0dHBzOlwvXC93d3cuYW1hem9uLmNvbVwvZHBcL0IwOTZZUExHSEc/c21pZD1BVFZQREtJS1gwREVSJnRhZz1maXhpdHNlcnZpY2VzLTIwJmxpbmtDb2RlPW9naSZ0aD0xJnBzYz0xIiwib2ZmZXJpZCI6IlRjeExMWVN5QnBqN1VIYkk2WE9oWm0xYnJnS05SZnZ3WWdEcG9kWVBZVjNhcG1uSW50em1XNTl1a3BPWk5acVRteFFUeWY1UkF5QmR2NSUyQlRRd0ZXeWIlMkZIcmwxWkJldDkyNU42UUs0MzhET04xa1VrTU9aMEVMYUQ1RGklMkJZUEVSN0VTV0RNS3U3OWhYdlhmU2ElMkZvZk9RJTNEJTNEIiwicHJpY2UiOiI2NzIuOTIiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6IjMwNzB0aSIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3NzQ5NzMifQ==
ASUS Dual NVIDIA GeForce RTX 3050 OC                                         ,299.41                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMTkiLCJuYW1lIjoiQVNVUyBEdWFsIE5WSURJQSBHZUZvcmNlIFJUWCAzMDUwIE9DIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5UjlMNko3MSIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDlSOUw2SjcxP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiJRSnJBekZ0RyUyRmVvUUlpJTJCZmltMXRKemFEVE5ZYmZNOHBzJTJCRkVEelJjYnBqampjMzIzT3JOSnZuSyUyQjVKUkY1VlhSUUh5JTJGcWtyRmxySU5FbU5pRlZ1MXplUmhKUFlYUWNabUo0T1J3MXlNRlVzQXpmZFAxaDhTbU8wV2F5VkkxUXQ5MUF0QnhTTEhPUE03ZEl2JTJGcFA1ckElM0QlM0QiLCJwcmljZSI6IjI5OS40MSIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA1MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODk0MDIifQ==
PowerColor Red Devil RX 6750 XT                                         ,549.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMjEiLCJuYW1lIjoiUG93ZXJDb2xvciBSZWQgRGV2aWwgUlggNjc1MCBYVCIsImltYWdlIjoiIiwiYXNpbiI6IkIwOVZZSE5QSEQiLCJsaW5rIjoiaHR0cHM6XC9cL3d3dy5hbWF6b24uY29tXC9kcFwvQjA5VllITlBIRD9zbWlkPUFUVlBES0lLWDBERVImdGFnPWZpeGl0c2VydmljZXMtMjAmbGlua0NvZGU9b2dpJnRoPTEmcHNjPTEiLCJvZmZlcmlkIjoiJTJCSmtPVFhYc0F3cVclMkZDJTJGcFFkZUdXZE01a0hyelZzcTVxaG5UZTU5UnpwY2hPckZIdEgzamF2JTJGTWszVDFqZEd3ZXlKRSUyRmZCdW8lMkY5bzBMc0clMkJBdWNTaHlUOGU5dXZRcnhKZ0FTRTdzYUhMRTgyVkswWnlWRmF1Ynk4QVMlMkJXJTJCdWlFUXVJY1d2djFiVVM2YzRFZjl1aE1BJTNEJTNEIiwicHJpY2UiOiI1NDkuOTkiLCJzdG9yZSI6ImFtYXpvbiIsInNlcmllcyI6InJ4Njc1MHh0IiwiY291bnRyeSI6InVzIiwidGltZXN0YW1wIjoiMTY2MDc3NTAxMiJ9
ASUS TUF RTX 3060 Ti V2 OC LHR                                         ,549.99                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMjgiLCJuYW1lIjoiQVNVUyBUVUYgUlRYIDMwNjAgVGkgVjIgT0MgTEhSIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5ODVZTFJCMyIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk4NVlMUkIzP3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiIwQ3Y3UUtIM3JUWTdKYklaZkU3Z1NqRHVNcyUyQldvTTJYVm1mWE9EemtHWFVwOTJRYU84NGQ0VVR1cFJTZFBLc2dTMHR2WE1xYklxWGZTWVlvVUklMkZsQ3RMTWlFV3dUN1loJTJCVW02N3BGJTJCbVMlMkJnY05zMVI4UnpMd1ExYSUyRjB5TiUyRllrN29MeUVwQTFXdnFSMmN0cFVpYVB6dyUzRCUzRCIsInByaWNlIjoiNTQ5Ljk5Iiwic3RvcmUiOiJhbWF6b24iLCJzZXJpZXMiOiIzMDYwdGkiLCJjb3VudHJ5IjoidXMiLCJ0aW1lc3RhbXAiOiIxNjYwNzg5NDU5In0=
GIGABYTE 3060 Vision OC REV2.0                                         ,444.00                                         ,http://restockwatch.com/?page=productfeed&id=eyJzcWxpZCI6IjQxNjIzMjkiLCJuYW1lIjoiR0lHQUJZVEUgMzA2MCBWaXNpb24gT0MgUkVWMi4wIiwiaW1hZ2UiOiIiLCJhc2luIjoiQjA5NzFCUkNNNCIsImxpbmsiOiJodHRwczpcL1wvd3d3LmFtYXpvbi5jb21cL2RwXC9CMDk3MUJSQ000P3NtaWQ9QVRWUERLSUtYMERFUiZ0YWc9Zml4aXRzZXJ2aWNlcy0yMCZsaW5rQ29kZT1vZ2kmdGg9MSZwc2M9MSIsIm9mZmVyaWQiOiI0QWYyb1U4TFFzZU42MGFqbUVjb2R6JTJGU2Fmd0V4eXg2QWc0eXdHalQlMkZpckpCSkpyNUR6aTlsSG5Ub1VZdFJLVjdPNmlBMkVWJTJCNW9Ec2pSa1ozaXhRNVJibk5PWHowaXMlMkJ1RHNGSDF5NzBlcU4xNTVLcFFNUEs1dGIlMkJ6Nmt6b0pjaHdRa0xpNG1wOSUyRjAwd3ZFUDFIREElM0QlM0QiLCJwcmljZSI6IjQ0NC4wMCIsInN0b3JlIjoiYW1hem9uIiwic2VyaWVzIjoiMzA2MCIsImNvdW50cnkiOiJ1cyIsInRpbWVzdGFtcCI6IjE2NjA3ODk0NjAifQ==
